r,n,s,S,c
60015,19,10,18,13519
60063,17,10,16,54119
60111,20,11,19,20311
60143,17,10,16,54191
60159,20,11,19,20327
60191,21,11,20,10169
60271,17,10,16,54307
60399,24,14,23,34439
60527,17,9,16,18179
60575,24,13,23,11513
60607,17,9,16,18203
60623,22,9,21,569
60671,22,11,21,5125
60719,19,11,18,41033
60735,23,13,22,23087
60831,17,10,16,54811
60895,16,8,15,12193
60911,17,10,16,54883
60959,19,11,18,41195
61087,21,12,20,30961
61119,19,11,18,41303
61135,17,10,16,55085
61167,24,14,23,34877
61375,17,10,16,55301
61471,16,9,15,36925
61631,19,10,18,13883
61647,16,9,15,37031
61663,17,10,16,55561
61743,19,11,18,41725
61935,23,13,22,23543
61983,19,11,18,41887
62063,19,11,18,41941
62159,20,10,19,7001
62239,21,10,20,3505
62511,17,9,16,18775
62575,19,11,18,42287
62591,22,13,21,47585
62623,22,13,21,47609
62655,19,11,18,42341
62719,23,10,22,883
62783,16,8,15,12571
62943,18,10,17,28357
62975,19,11,18,42557
63023,18,10,17,28393
63183,20,11,19,21349
63343,20,11,19,21403
63359,16,9,15,38059
63423,21,11,20,10715
63455,16,9,15,38117
63519,17,10,16,57233
63535,16,9,15,38165
63551,18,10,17,28631
63599,17,10,16,57305
63743,21,11,20,10769
63951,16,8,15,12805
63983,22,13,21,48643
64047,17,10,16,57709
64191,24,14,23,36601
64207,17,10,16,57853
64239,23,13,22,24419
64287,17,10,16,57925
64383,22,13,21,48947
64447,17,10,16,58069
64479,18,9,17,9683
64495,22,13,21,49033
64543,22,13,21,49069
64575,21,12,20,32729
64591,16,5,15,479
64671,19,11,18,43703
64703,24,14,23,36893
64831,17,10,16,58415
64895,21,12,20,32891
64975,17,8,16,6505
65007,16,9,15,39049
65071,24,14,23,37103
65135,17,8,16,6521
65183,19,10,18,14683
65279,24,13,23,12407
65343,16,9,15,39251
65407,18,10,17,29467
65439,17,10,16,58963
65647,24,12,23,4159
65695,19,11,18,44395
65775,21,12,20,33337
65951,22,9,21,619
66015,18,10,17,29741
66047,24,13,23,12553
66095,18,10,17,29777
66303,17,10,16,59741
66367,17,9,16,19933
66559,24,14,23,37951
66687,17,9,16,20029
66719,19,10,18,15029
66783,18,8,17,3343
66863,18,8,17,3347
66975,21,11,20,11315
67023,19,11,18,45293
67055,17,10,16,60419
67071,17,10,16,60433
67103,18,8,17,3359
67183,18,7,17,1121
67231,19,11,18,45433
67263,18,8,17,3367
67423,18,5,17,125
67439,17,9,16,20255
67695,24,14,23,38599
67791,21,11,20,11453
67839,17,9,16,20375
67903,17,10,16,61183
68031,18,10,17,30649
68047,21,12,20,34489
68063,22,13,21,51745
68207,17,10,16,61457
68223,17,10,16,61471
68255,19,9,18,5125
68287,22,12,21,17305
68335,19,9,18,5131
68351,20,11,19,23095
68415,21,12,20,34675
68463,20,10,19,7711
68639,18,10,17,30923
68671,17,8,16,6875
68735,21,12,20,34837
68815,22,11,21,5813
68831,17,7,16,2297
68847,19,11,18,46525
68911,23,13,22,26195
68927,23,13,22,26201
68991,17,8,16,6907
69023,21,10,20,3887
69055,22,13,21,52499
69071,19,10,18,15559
69231,19,10,18,15595
69327,23,13,22,26353
69407,22,11,21,5863
69487,20,11,19,23479
69567,18,9,17,10447
69631,21,12,20,35291
69743,23,12,22,8837
69823,17,9,16,20971
69855,18,10,17,31471
69871,19,10,18,15739
69887,21,11,20,11807
69935,19,11,18,47261
69951,24,13,23,13295
70047,22,11,21,5917
70111,23,13,22,26651
70175,19,11,18,47423
70255,19,11,18,47477
70303,19,11,18,47509
70335,18,10,17,31687
70351,17,10,16,63389
70383,19,11,18,47563
70431,17,10,16,63461
70527,17,10,16,63547
70559,20,8,19,883
70623,18,10,17,31817
70639,22,8,21,221
70655,22,12,21,17905
70687,24,13,23,13435
70719,20,7,19,295
70783,21,12,20,35875
70815,19,11,18,47855
70879,17,10,16,63865
70911,17,10,16,63893
70959,17,10,16,63937
71039,21,12,20,36005
71119,17,10,16,64081
71135,17,9,16,21365
71199,17,10,16,64153
71359,17,10,16,64297
71423,22,13,21,54299
71647,23,13,22,27235
71679,21,12,20,36329
71711,18,9,17,10769
71743,17,10,16,64643
71791,18,9,17,10781
71919,19,11,18,48601
71999,22,13,21,54737
72159,22,13,21,54859
72175,20,10,19,8129
72191,22,13,21,54883
72239,18,10,17,32545
72431,19,11,18,48947
72511,17,10,16,65335
72575,22,13,21,55175
72607,17,7,16,2423
72639,18,10,17,32725
72767,18,10,17,32783
72815,21,12,20,36905
73007,18,10,17,32891
73023,19,9,18,5483
73087,18,10,17,32927
73119,21,11,20,12353
73247,18,10,17,32999
73343,24,14,23,41819
73407,18,10,17,33071
73599,17,9,16,22105
73631,20,10,19,8293
73791,24,12,23,4675
73935,18,8,17,3701
73951,21,12,20,37481
74047,19,11,18,50039
74143,22,11,21,6263
74207,17,10,16,66863
74223,20,11,19,25079
74399,19,10,18,16759
74559,21,12,20,37789
74655,17,10,16,67267
74719,22,12,21,18935
74735,17,10,16,67339
74751,22,12,21,18943
74879,21,12,20,37951
74911,17,9,16,22499
75071,22,13,21,57073
75135,17,10,16,67699
75247,20,9,19,2825
75423,24,13,23,14335
75471,18,10,17,34001
75519,22,13,21,57413
75647,24,14,23,43133
75743,17,8,16,7583
75823,17,8,16,7591
75887,22,12,21,19231
75935,24,14,23,43297
76095,19,10,18,17141
76143,17,6,16,847
76239,19,11,18,51521
76399,18,9,17,11473
76447,19,11,18,51661
76527,19,11,18,51715
76655,17,9,16,23023
76783,23,10,22,1081
77007,22,11,21,6505
77119,19,11,18,52115
77215,17,9,16,23191
77247,24,14,23,44045
77263,17,10,16,69617
77295,20,11,19,26117
77359,17,10,16,69703
77423,17,10,16,69761
77519,23,13,22,29467
77631,19,8,18,1943
77727,20,11,19,26263
77791,19,7,18,649
77855,18,10,17,35075
77951,19,8,18,1951
78015,22,13,21,59311
78031,17,10,16,70309
78047,17,9,16,23441
78303,23,13,22,29765
78335,18,10,17,35291
78383,24,14,23,44693
78463,22,13,21,59651
78543,18,9,17,11795
78623,18,9,17,11807
78815,17,10,16,71015
78847,22,12,21,19981
78959,21,12,20,40019
79071,18,10,17,35623
79103,18,9,17,11879
79151,18,10,17,35659
79391,18,10,17,35767
79407,22,12,21,20123
79487,19,10,18,17905
79551,18,10,17,35839
79599,17,8,16,7969
79615,22,13,21,60527
79679,17,7,16,2659
79743,17,10,16,71851
79839,18,10,17,35969
79919,18,10,17,36005
79935,20,9,19,3001
79983,22,12,21,20269
79999,22,12,21,20273
80079,18,10,17,36077
80095,21,12,20,40595
80191,19,11,18,54191
80255,23,12,22,10169
80351,24,14,23,45815
80431,17,9,16,24157
80575,22,12,21,20419
80639,18,10,17,36329
80703,19,10,18,18179
80831,17,9,16,24277
80959,17,10,16,72947
81023,19,10,18,18251
81135,17,10,16,73105
81215,19,11,18,54883
81279,17,10,16,73235
81343,21,12,20,41227
81391,20,10,19,9167
81567,22,13,21,62011
81647,19,11,18,55175
81727,17,10,16,73639
81823,17,9,16,24575
81903,22,13,21,62267
81951,22,13,21,62303
81967,17,10,16,73855
82047,17,10,16,73927
82143,24,14,23,46837
82335,22,11,21,6955
82367,17,10,16,74215
82399,19,9,18,6187
82479,21,12,20,41803
82591,17,10,16,74417
82671,17,10,16,74489
82687,24,14,23,47147
82751,21,12,20,41941
82847,20,10,19,9331
82911,22,12,21,21011
82927,22,10,21,2335
83055,17,8,16,8315
83071,21,12,20,42103
83135,17,8,16,8323
83327,22,13,21,63349
83439,20,11,19,28193
83455,24,14,23,47585
83695,19,10,18,18853
83823,24,14,23,47795
83871,20,11,19,28339
84031,20,11,19,28393
84095,19,10,18,18943
84287,17,9,16,25315
84447,19,11,18,57067
84591,24,14,23,48233
84607,19,11,18,57175
84639,19,11,18,57197
84671,17,10,16,76291
84687,18,10,17,38153
84719,19,11,18,57251
84767,18,10,17,38189
84799,19,11,18,57305
85023,24,14,23,48479
85103,21,12,20,43133
85311,24,14,23,48643
85455,18,9,17,12833
85615,18,9,17,12857
85663,17,10,16,77185
85711,21,12,20,43441
85743,17,10,16,77257
86047,17,10,16,77531
86127,17,10,16,77603
86207,22,13,21,65539
86223,18,10,17,38845
86255,22,13,21,65575
86495,19,11,18,58451
86575,17,10,16,78007
86655,19,11,18,58559
86751,17,6,16,965
86815,24,14,23,49501
86911,21,11,20,14683
87007,19,9,18,6533
87151,18,10,17,39263
87199,21,12,20,44195
87231,18,10,17,39299
87263,17,9,16,26209
87343,17,9,16,26233
87423,22,13,21,66463
87551,18,10,17,39443
87583,17,9,16,26305
87679,24,14,23,49993
87743,17,9,16,26353
87759,24,14,23,50039
87935,24,10,23,619
88031,17,10,16,79319
88095,24,14,23,50231
88111,17,10,16,79391
88127,20,11,19,29777
88175,22,12,21,22345
88303,24,13,23,16783
88479,18,8,17,4429
88559,24,14,23,50495
88623,21,12,20,44917
88639,18,6,17,493
88703,19,10,18,19981
88783,22,12,21,22499
88863,23,13,22,33779
88895,17,9,16,26699
88959,21,11,20,15029
89119,17,10,16,80299
89151,20,9,19,3347
89199,17,10,16,80371
89247,18,10,17,40207
89279,17,10,16,80443
89327,24,14,23,50933
89407,19,11,18,60419
89471,20,9,19,3359
89583,17,10,16,80717
89599,22,13,21,68117
89887,17,8,16,8999
89919,19,10,18,20255
89967,17,8,16,9007
90143,22,13,21,68531
90239,19,10,18,20327
90271,24,12,23,5719
90335,22,13,21,68677
90351,17,10,16,81409
90367,17,8,16,9047
90591,19,11,18,61219
90783,18,9,17,13633
90863,23,12,22,11513
90879,23,12,22,11515
90943,19,11,18,61457
91007,21,10,20,5125
91039,17,9,16,27343
91071,24,13,23,17309
91103,19,11,18,61565
91119,17,9,16,27367
91135,17,10,16,82115
91263,19,11,18,61673
91519,20,11,19,30923
91551,18,10,17,41245
91599,18,10,17,41267
91631,20,11,19,30961
91647,23,13,22,34837
91807,24,13,23,17449
91855,21,12,20,46555
91887,17,10,16,82793
91903,17,10,16,82807
91935,19,7,18,767
92031,23,11,22,3887
92095,19,8,18,2305
92575,17,10,16,83413
92623,22,13,21,70417
92655,17,10,16,83485
92831,24,14,23,52931
92863,24,14,23,52949
92879,17,10,16,83687
92959,17,10,16,83759
93439,17,10,16,84191
93487,17,10,16,84235
93631,19,10,18,21091
93663,17,8,16,9377
93695,22,13,21,71231
93727,17,10,16,84451
93743,19,11,18,63349
93807,22,13,21,71317
93855,18,10,17,42283
93887,17,10,16,84595
93903,21,12,20,47593
93935,21,12,20,47609
93983,18,10,17,42341
94063,18,10,17,42377
94143,24,13,23,17893
94239,21,9,20,1769
94399,22,13,21,71767
94415,17,9,16,28357
94463,18,10,17,42557
94511,24,13,23,17963
94623,18,10,17,42629
94687,24,14,23,53989
94767,19,10,18,21347
94831,22,13,21,72095
95167,19,10,18,21437
95199,19,11,18,64333
95231,24,14,23,54299
95263,22,11,21,8047
95343,17,10,16,85907
95359,17,10,16,85921
95423,17,10,16,85979
95535,24,14,23,54473
95551,18,8,17,4783
95615,20,10,19,10769
95711,19,11,18,64679
95743,17,10,16,86267
95791,19,11,18,64733
95951,17,10,16,86455
96111,17,10,16,86599
96127,17,9,16,28871
96191,17,10,16,86671
96223,19,9,18,7225
96255,22,13,21,73177
96287,23,13,22,36601
96303,19,9,18,7231
96319,20,11,19,32545
96479,24,13,23,18337
96511,17,10,16,86959
96575,21,12,20,48947
96719,17,8,16,9683
96735,17,10,16,87161
96815,21,12,20,49069
96895,17,10,16,87305
96975,22,12,21,24575
97007,18,10,17,43703
97023,22,12,21,24587
97055,23,13,22,36893
97087,23,13,22,36905
97263,17,10,16,87637
97311,24,10,23,685
97343,20,11,19,32891
97359,17,5,16,361
97391,22,13,21,74041
97407,22,13,21,74053
97663,20,11,19,32999
97759,19,10,18,22021
97775,18,9,17,14683
97839,19,10,18,22039
97919,23,12,22,12407
97951,22,13,21,74467
98031,21,12,20,49685
98111,17,9,16,29467
98175,22,11,21,8293
98239,19,10,18,22129
98335,21,11,20,16613
98351,19,11,18,66463
98431,17,9,16,29563
98543,18,10,17,44395
98607,21,8,20,617
98623,18,10,17,44431
98751,19,11,18,66733
98767,22,7,21,103
98783,19,11,18,66755
98847,20,8,19,1237
98863,19,11,18,66809
98927,21,8,20,619
98943,21,12,20,50147
99055,23,12,22,12551
99071,23,12,22,12553
99199,17,10,16,89381
99247,21,5,20,23
99487,21,12,20,50423
99567,22,13,21,75695
99647,17,10,16,89785
99791,17,10,16,89915
99807,17,10,16,89929
99839,23,13,22,37951
99967,22,12,21,25333
100079,18,9,17,15029
100463,20,10,19,11315
100559,17,10,16,90607
100575,17,8,16,10069
100655,17,7,16,3359
100735,17,8,16,10085
100767,18,10,17,45397
100799,19,11,18,68117
100815,18,10,17,45419
100847,18,10,17,45433
100895,17,7,16,3367
100975,23,13,22,38383
101055,20,11,19,34145
101071,19,9,18,7589
101119,17,10,16,91111
101135,17,4,16,125
101151,19,9,18,7595
101183,24,13,23,19231
101231,22,13,21,76961
101407,23,11,22,4283
101487,22,13,21,77155
101503,22,13,21,77167
101615,24,13,23,19313
101679,22,10,21,2863
101695,18,10,17,45815
101871,22,13,21,77447
101919,20,10,19,11479
101999,22,13,21,77545
102047,17,9,16,30649
102079,20,10,19,11497
102095,19,11,18,68993
102127,21,12,20,51761
102175,17,10,16,92063
102255,17,10,16,92135
102383,18,8,17,5125
102431,21,11,20,17305
102447,19,10,18,23077
102463,18,8,17,5129
102511,20,11,19,34637
102607,22,13,21,78007
102623,20,11,19,34675
102639,22,13,21,78031
102655,17,10,16,92495
102703,17,10,16,92539
102783,18,7,17,1715
102847,19,10,18,23167
102943,17,10,16,92755
102959,17,9,16,30923
103023,17,10,16,92827
103039,21,12,20,52223
103071,22,13,21,78359
103103,20,11,19,34837
103119,24,12,23,6533
103199,22,13,21,78457
103391,19,11,18,69869
103535,20,9,19,3887
103551,24,13,23,19681
103583,17,10,16,93331
103615,21,9,20,1945
103663,22,13,21,78809
103807,17,10,16,93533
103871,22,13,21,78967
103887,24,13,23,19745
103935,21,9,20,1951
104143,19,10,18,23459
104351,17,8,16,10447
104383,19,10,18,23513
104415,19,11,18,70561
104431,17,7,16,3485
104447,20,11,19,35291
104495,19,11,18,70615
104575,17,10,16,94225
104607,24,14,23,59645
104671,20,10,19,11789
104831,20,10,19,11807
104927,23,12,22,13295
104943,24,14,23,59837
104959,23,11,22,4433
105007,19,11,18,70961
105071,21,10,20,5917
105087,18,9,17,15781
105151,20,10,19,11843
105167,19,11,18,71069
105247,19,11,18,71123
105279,23,13,22,40019
105407,19,11,18,71231
105455,18,10,17,47509
105503,17,9,16,31687
105535,20,11,19,35659
105583,20,11,19,35675
105631,24,14,23,60229
105663,21,11,20,17851
105679,19,8,18,2645
105711,23,13,22,40183
105775,22,11,21,8935
105855,20,11,19,35767
105887,17,10,16,95407
105951,17,10,16,95465
105967,22,13,21,80561
105983,21,11,20,17905
106015,20,11,19,35821
106031,17,10,16,95537
106111,23,12,22,13445
106143,24,14,23,60521
106175,20,11,19,35875
106223,18,10,17,47855
106431,24,14,23,60685
106479,17,10,16,95941
106559,17,10,16,96013
106719,17,10,16,96157
106735,17,9,16,32057
106943,24,14,23,60977
107055,24,13,23,20347
107135,21,12,20,54299
107263,19,11,18,72485
107327,22,13,21,81595
107391,18,9,17,16127
107519,20,11,19,36329
107567,17,8,16,10769
107647,23,13,22,40919
107727,17,7,16,3595
107759,22,13,21,81923
107775,19,10,18,24277
107839,18,10,17,48583
107935,22,13,21,82057
107983,21,9,20,2027
107999,21,12,20,54737
108031,21,11,20,18251
108079,24,14,23,61625
108239,19,11,18,73145
108271,21,12,20,54875
108287,19,11,18,73177
108447,18,10,17,48857
108607,18,10,17,48929
108751,19,10,18,24497
108863,21,12,20,55175
108959,17,9,16,32725
109007,17,10,16,98219
109039,17,9,16,32749
109183,21,12,20,55337
109215,23,13,22,41515
109263,19,11,18,73837
109311,19,10,18,24623
109343,19,11,18,73891
109503,17,10,16,98665
109535,18,8,17,5483
109615,18,7,17,1829
109679,20,10,19,12353
109727,22,13,21,83419
109759,21,10,20,6181
109775,17,10,16,98911
109823,19,11,18,74215
109855,18,6,17,611
109871,17,9,16,32999
110015,23,13,22,41819
110031,22,13,21,83651
110111,17,9,16,33071
110271,17,9,16,33119
110367,19,9,18,8287
110447,19,9,18,8293
110495,17,10,16,99559
110623,21,11,20,18689
110639,17,10,16,99689
110799,22,13,21,84235
110847,19,9,18,8323
110895,21,10,20,6245
111039,17,10,16,100049
111071,18,10,17,50039
111087,22,12,21,28151
111103,22,11,21,9385
111135,20,10,19,12517
111151,23,13,22,42251
111215,21,10,20,6263
111423,17,8,16,11155
111583,24,14,23,63623
111663,19,10,18,25153
111727,20,11,19,37751
111807,21,11,20,18889
111839,20,11,19,37789
111919,23,11,22,4727
111999,18,9,17,16819
112063,22,13,21,85195
112079,21,11,20,18935
112095,21,12,20,56813
112127,21,11,20,18943
112159,20,11,19,37897
112255,22,12,21,28447
112319,20,11,19,37951
112335,17,9,16,33739
112495,19,11,18,76021
112575,17,9,16,33811
112607,19,11,18,76097
112687,19,11,18,76151
112767,18,10,17,50803
112847,19,11,18,76259
112863,17,10,16,101693
112895,19,11,18,76291
112959,17,10,16,101779
113023,17,10,16,101837
113119,23,12,22,14333
113135,23,12,22,14335
113279,21,12,20,57413
113311,21,8,20,709
113343,17,10,16,102125
113407,19,11,18,76637
113439,24,14,23,64681
113471,23,13,22,43133
113631,17,10,16,102385
113647,17,9,16,34133
113791,22,13,21,86509
113903,23,13,22,43297
114143,18,9,17,17141
114159,22,13,21,86789
114223,18,9,17,17153
114383,22,13,21,86959
114415,17,10,16,103091
114431,22,13,21,86995
114671,18,10,17,51661
114751,18,10,17,51697
114847,20,10,19,12935
114879,17,8,16,11501
115007,24,14,23,65575
115103,17,10,16,103711
115359,22,13,21,87701
115391,22,13,21,87725
115519,18,10,17,52043
115647,21,12,20,58613
115679,18,10,17,52115
115839,18,10,17,52187
115871,23,13,22,44045
115951,24,14,23,66113
116031,17,9,16,34849
116175,21,11,20,19627
116191,21,12,20,58889
116383,22,10,21,3277
116431,24,13,23,22129
116463,21,12,20,59027
116591,19,10,18,26263
116639,17,10,16,105095
116687,18,6,17,649
116767,18,8,17,5845
116927,18,7,17,1951
116943,17,9,16,35123
116991,19,10,18,26353
117199,24,9,23,275
117231,24,12,23,7427
117375,24,14,23,66925
117407,17,10,16,105787
117455,19,11,18,79373
117487,17,10,16,105859
117503,17,9,16,35291
117535,19,11,18,79427
117567,17,10,16,105931
117695,21,12,20,59651
117871,17,10,16,106205
117887,24,14,23,67217
117951,17,10,16,106277
117967,19,10,18,26573
118271,17,10,16,106565
118511,24,14,23,67573
118527,22,13,21,90109
118559,19,11,18,80119
118575,17,6,16,1319
118639,19,11,18,80173
118655,17,8,16,11879
118719,17,10,16,106969
118831,18,9,17,17845
118975,23,10,22,1675
118991,19,11,18,80411
119039,19,11,18,80443
119087,17,9,16,35767
119103,22,13,21,90547
119199,24,13,23,22655
119231,18,9,17,17905
119327,17,9,16,35839
119343,23,13,22,45365
119407,17,9,16,35863
119423,17,10,16,107603
119455,21,10,20,6727
119487,22,13,21,90839
119839,18,10,17,53989
119855,17,10,16,107993
119919,20,11,19,40519
119967,20,11,19,40535
119999,21,11,20,20273
120191,24,14,23,68531
120255,22,13,21,91423
120287,18,10,17,54191
120303,19,8,18,3011
120319,21,11,20,20327
120527,23,13,22,45815
120799,22,13,21,91837
120863,17,10,16,108901
120943,17,10,16,108973
120959,17,9,16,36329
121055,18,9,17,18179
121071,22,10,21,3409
121215,18,9,17,18203
121391,22,13,21,92287
121471,21,12,20,61565
121535,18,9,17,18251
121711,17,8,16,12185
121727,17,10,16,109679
121791,21,12,20,61727
121823,18,10,17,54883
122015,20,11,19,41227
122095,21,11,20,20627
122175,17,10,16,110083
122271,19,11,18,82627
122335,21,12,20,62003
122351,21,12,20,62011
122399,22,13,21,93053
122559,24,14,23,69881
122607,20,9,19,4603
122751,18,10,17,55301
122863,17,9,16,36901
122911,18,10,17,55373
122927,21,12,20,62303
122943,17,9,16,36925
123295,19,10,18,27773
123327,24,14,23,70319
123375,19,10,18,27791
123583,22,13,21,93953
123599,18,8,17,6187
123631,20,11,19,41773
123647,24,14,23,70501
123679,18,8,17,6191
123711,17,10,16,111467
123759,18,7,17,2065
123871,24,13,23,23543
124031,17,10,16,111755
124063,20,10,19,13973
124319,19,11,18,84011
124367,21,11,20,21011
124383,24,14,23,70921
124399,17,10,16,112087
124671,24,13,23,23695
124783,17,10,16,112433
124799,17,10,16,112447
124831,19,9,18,9373
124991,21,12,20,63349
125183,17,10,16,112793
125247,23,13,22,47609
125487,17,8,16,12563
125551,17,10,16,113125
125567,22,13,21,95461
125599,21,10,20,7073
125631,23,13,22,47755
125679,20,10,19,14155
125695,24,14,23,71669
125807,19,10,18,28339
125887,21,12,20,63803
126063,18,9,17,18931
126143,18,9,17,18943
126159,17,9,16,37891
126367,19,10,18,28465
126399,23,13,22,48047
126447,19,10,18,28483
126511,22,13,21,96179
126671,18,10,17,57067
126703,20,11,19,42811
126751,19,11,18,85655
126831,19,11,18,85709
126879,19,11,18,85741
126911,18,10,17,57175
127023,21,12,20,64379
127087,22,13,21,96617
127167,17,10,16,114581
127199,18,10,17,57305
127231,19,11,18,85979
127391,19,11,18,86087
127535,23,13,22,48479
127615,23,13,22,48509
127695,17,10,16,115057
127775,17,10,16,115129
127935,21,12,20,64841
127967,23,13,22,48643
128047,18,9,17,19229
128223,22,13,21,97481
128255,17,10,16,115561
128479,17,10,16,115763
128543,24,13,23,24431
128559,17,10,16,115835
128719,23,13,22,48929
129055,18,10,17,58141
129087,17,10,16,116311
129135,18,10,17,58177
129151,23,13,22,49093
129231,22,12,21,32749
129343,20,11,19,43703
129407,22,13,21,98381
129583,18,10,17,58379
129743,18,10,17,58451
129775,20,11,19,43849
129823,18,10,17,58487
129855,24,14,23,74041
129983,18,10,17,58559
130015,17,9,16,39049
130367,20,10,19,14683
130511,18,8,17,6533
130527,21,12,20,66155
130671,18,8,17,6541
130687,24,14,23,74515
130719,17,10,16,117781
130799,20,11,19,44195
130943,17,10,16,117983
130975,19,10,18,29503
131007,22,12,21,33199
131055,23,13,22,49817
131135,21,12,20,66463
131311,24,11,23,2773
131391,20,11,19,44395
131519,23,13,22,49993
131839,18,10,17,59395
131903,23,9,22,619
131967,22,13,21,100327
132223,22,9,21,1241
132591,19,10,18,29867
132607,18,10,17,59741
132735,20,11,19,44849
132975,18,9,17,19969
133023,19,11,18,89893
133279,24,13,23,25331
133327,24,14,23,76021
133375,18,9,17,20029
133439,20,10,19,15029
133535,19,11,18,90239
133583,24,11,23,2821
133615,19,11,18,90293
133743,18,10,17,60253
133759,20,10,19,15065
133951,22,11,21,11315
134207,19,8,18,3359
134271,23,11,22,5671
134303,24,14,23,76577
134367,19,7,18,1121
134399,21,12,20,68117
134463,20,11,19,45433
134527,19,8,18,3367
134687,22,13,21,102395
135071,24,14,23,77015
135215,21,12,20,68531
135327,22,13,21,102881
135359,18,9,17,20327
135375,23,12,22,17153
135807,20,11,19,45887
135887,18,10,17,61219
135967,18,10,17,61255
136063,19,10,18,30649
136127,24,14,23,77617
136239,22,12,21,34525
136319,22,11,21,11515
136415,18,10,17,61457
136447,18,10,17,61471
136495,18,10,17,61493
136575,23,12,22,17305
136607,23,12,22,17309
136655,18,10,17,61565
136671,20,9,19,5131
136735,18,10,17,61601
136895,18,10,17,61673
136911,23,13,22,52043
137151,24,12,23,8689
137263,24,14,23,78265
137279,19,10,18,30923
137343,23,13,22,52207
137471,22,12,21,34837
137599,22,13,21,104609
137695,20,11,19,46525
137919,24,13,23,26213
138047,22,10,21,3887
138111,19,11,18,93331
138143,18,7,17,2305
138207,22,13,21,105071
138223,19,11,18,93407
138495,24,14,23,78967
138799,22,13,21,105521
138991,20,11,19,46963
139135,19,9,18,10447
139247,23,13,22,52931
139295,23,13,22,52949
139311,23,13,22,52955
139327,21,12,20,70615
139375,21,12,20,70639
139487,24,12,23,8837
139743,20,10,19,15739
140031,22,13,21,106457
140095,23,11,22,5917
140191,19,10,18,31579
140223,22,13,21,106603
140271,19,10,18,31597
140415,22,11,21,11861
140447,18,9,17,21091
140543,21,12,20,71231
140607,20,11,19,47509
140671,19,10,18,31687
140767,20,11,19,47563
141183,19,11,18,95407
141215,19,11,18,95429
141279,23,8,22,221
141359,20,8,19,1769
141375,19,11,18,95537
141423,21,12,20,71677
141519,22,12,21,35863
141567,22,12,21,35875
141679,20,6,19,197
142031,23,13,22,53989
142079,24,14,23,81011
142191,18,9,17,21353
142447,24,14,23,81221
142751,18,9,17,21437
142799,18,10,17,64333
142831,23,13,22,54293
142847,23,13,22,54299
142895,21,10,20,8047
142959,18,10,17,64405
143567,18,10,17,64679
143583,19,9,18,10781
143679,24,14,23,81923
143775,21,12,20,72869
143839,20,11,19,48601
144319,22,13,21,109717
144351,21,10,20,8129
