r,n,s,S,c
3,6,2,5,1
19,5,2,4,11
35,7,2,6,5
99,8,2,7,7
227,12,2,11,1
483,9,2,8,17
739,10,2,9,13
1251,11,2,10,11
2275,13,2,12,5
6371,14,2,13,7
14563,18,2,17,1
30947,15,2,14,17
47331,16,2,15,13
80099,17,2,16,11
145635,19,2,18,5
407779,20,2,19,7
932067,24,2,23,1
1980643,21,2,20,17
3029219,22,2,21,13
5126371,23,2,22,11
