r,n,s,S,c
3252219,24,9,23,7631
3252251,24,12,23,206039
3252315,22,13,21,2472517
3252475,24,14,23,1854479
3253019,24,13,23,618263
3253531,22,13,21,2473441
3254267,22,11,21,274889
3255067,22,13,21,2474609
3255547,23,13,22,1237487
3255579,23,13,22,1237499
3256411,22,13,21,2475631
3256923,24,12,23,206335
3257627,22,13,21,2476555
3258363,22,10,21,91745
3259547,22,11,21,275335
3259803,23,12,22,413035
3259931,22,13,21,2478307
3260507,22,13,21,2478745
3261019,23,12,22,413189
3261083,24,14,23,1859387
3262555,23,13,22,1240151
3263739,23,13,22,1240601
3264155,23,13,22,1240759
3264283,22,11,21,275735
3266075,23,13,22,1241489
3266587,22,12,21,827789
3268123,24,14,23,1863401
3268347,24,14,23,1863529
3268603,24,11,23,69025
3268859,24,14,23,1863821
3269883,22,13,21,2485873
3271067,22,13,21,2486773
3271259,22,12,21,828973
3271931,23,13,22,1243715
3272347,23,13,22,1243873
3273819,22,13,21,2488865
3274267,23,13,22,1244603
3275163,22,13,21,2489887
3277051,23,13,22,1245661
3277467,23,12,22,415273
3277851,23,13,22,1245965
3277915,22,13,21,2491979
3278491,22,13,21,2492417
3279259,22,13,21,2493001
3279451,22,12,21,831049
3279899,22,13,21,2493487
3280987,23,9,22,15397
3281147,24,13,23,623609
3282203,24,14,23,1871429
3283035,22,11,21,277319
3283195,22,13,21,2495993
3283611,22,12,21,832103
3283995,22,13,21,2496601
3284219,24,13,23,624193
3284827,23,13,22,1248617
3285083,24,11,23,69373
3285659,23,12,22,416311
3286107,22,13,21,2498207
3286683,22,13,21,2498645
3287291,22,13,21,2499107
3288091,22,13,21,2499715
3289179,23,11,22,138919
3290363,23,8,22,5147
3292187,22,13,21,2502829
3292699,23,12,22,417203
3293019,23,13,22,1251731
3293467,23,13,22,1251901
3293595,24,13,23,625975
3295483,22,13,21,2505335
3295995,24,13,23,626431
3296507,22,10,21,92819
3297371,23,11,22,139265
3297563,24,13,23,626729
3298075,24,14,23,1880479
3298843,22,12,21,835963
3299323,24,14,23,1881191
3299739,23,9,22,15485
3300347,24,14,23,1881775
3300379,22,13,21,2509057
3301403,22,13,21,2509835
3302139,22,13,21,2510395
3303835,24,11,23,69769
3304731,22,12,21,837455
3305499,22,13,21,2512949
3307931,23,11,22,139711
3308539,22,13,21,2515261
3308827,22,12,21,838493
3309339,24,13,23,628967
3309595,22,13,21,2516063
3310363,24,14,23,1887485
3310619,24,14,23,1887631
3313499,22,12,21,839677
3315739,23,13,22,1260367
3316123,23,11,22,140057
3317019,22,12,21,840569
3317403,22,13,21,2521999
3317595,22,12,21,840715
3320475,24,14,23,1893251
3320859,23,11,22,140257
3321691,22,12,21,841753
3322907,22,11,21,280687
3323931,23,13,22,1263481
3324699,24,14,23,1895659
3324955,24,10,23,23405
3326203,24,14,23,1896517
3326619,22,13,21,2529005
3327835,23,12,22,421655
3330299,22,13,21,2531803
3330587,23,13,22,1266011
3331163,24,13,23,633115
3332187,23,13,22,1266619
3332891,22,12,21,844591
3333787,24,14,23,1900841
3334235,22,13,21,2534795
3334395,22,13,21,2534917
3334427,22,13,21,2534941
3334811,22,13,21,2535233
3336027,23,12,22,422693
3336955,22,12,21,845621
3336987,22,12,21,845629
3337307,22,13,21,2537131
3338491,24,14,23,1903523
3340539,24,13,23,634897
3340571,24,13,23,634903
3341083,22,12,21,846667
3341563,24,14,23,1905275
3341595,24,14,23,1905293
3343099,24,14,23,1906151
3343131,23,12,22,423593
3345147,22,12,21,847697
3345563,22,13,21,2543407
3349659,22,13,21,2546521
3350043,22,13,21,2546813
3350171,23,10,22,47165
3350811,22,13,21,2547397
3350939,24,14,23,1910621
3351291,23,12,22,424627
3351835,22,13,21,2548175
3352571,22,13,21,2548735
3352987,22,13,21,2549051
3353883,24,13,23,637433
3354139,22,13,21,2549927
3354395,24,14,23,1912591
3355227,23,13,22,1275377
3355419,24,12,23,212575
3355931,22,13,21,2551289
3356443,23,13,22,1275839
3356667,24,14,23,1913887
3356955,24,13,23,638017
3358491,22,13,21,2553235
3358715,23,13,22,1276703
3359323,24,13,23,638467
3359835,24,14,23,1915693
3360411,22,11,21,283855
3361947,24,14,23,1916897
3362331,22,13,21,2556155
3362587,22,13,21,2556349
3363419,23,13,22,1278491
3367163,24,12,23,213319
3369211,24,14,23,1921039
3369563,22,13,21,2561653
3371291,24,14,23,1922225
3375707,24,13,23,641581
3375963,24,14,23,1924889
3376731,24,14,23,1925327
3377819,24,14,23,1925947
3378331,24,14,23,1926239
3379483,23,11,22,142733
3379739,22,12,21,856463
3381339,22,13,21,2570605
3381531,22,10,21,95213
3383035,22,13,21,2571895
3383323,24,14,23,1929085
3383387,23,13,22,1286081
3385339,24,14,23,1930235
3386107,23,13,22,1287115
3387483,24,13,23,643819
3387995,24,14,23,1931749
3390107,24,14,23,1932953
3390459,22,13,21,2577539
3391643,22,13,21,2578439
3392795,23,13,22,1289657
3393531,23,12,22,429979
3394203,22,13,21,2580385
3394299,23,13,22,1290229
3394331,23,13,22,1290241
3396187,22,11,21,286877
3397147,22,13,21,2582623
3399067,22,12,21,861361
3399419,24,14,23,1938263
3399707,22,12,21,861523
3399835,22,13,21,2584667
3400283,22,10,21,95741
3400443,22,13,21,2585129
3400475,22,13,21,2585153
3401499,22,12,21,861977
3401723,23,12,22,431017
3401819,24,14,23,1939631
3402139,23,13,22,1293209
3402331,24,11,23,71849
3403803,22,12,21,862561
3404443,24,14,23,1941127
3405339,22,13,21,2588851
3405595,22,12,21,863015
3406235,24,13,23,647383
3407867,22,12,21,863591
3408635,22,13,21,2591357
3411227,22,13,21,2593327
3411739,24,12,23,216143
3411803,22,13,21,2593765
3411995,22,12,21,864637
3413019,22,13,21,2594689
3413083,23,13,22,1297369
3413275,24,13,23,648721
3413531,22,13,21,2595079
3415803,23,10,22,48089
3415899,22,13,21,2596879
3419227,22,13,21,2599409
3419995,22,13,21,2599993
3422459,23,13,22,1300933
3424091,22,13,21,2603107
3424923,22,12,21,867913
3425563,24,14,23,1953169
3426299,24,14,23,1953589
3427067,24,14,23,1954027
3428891,24,13,23,651689
3431067,23,12,22,434735
3432283,22,13,21,2609335
3434075,24,14,23,1958023
3435291,22,13,21,2611621
3436059,22,11,21,290245
3436635,22,12,21,870881
3438107,23,10,22,48403
3439387,22,13,21,2614735
3439611,23,13,22,1307453
3441435,24,13,23,654073
3441691,24,14,23,1962365
3442683,22,13,21,2617241
3443867,22,13,21,2618141
3443963,23,12,22,436369
3443995,23,12,22,436373
3444379,23,13,22,1309265
3445531,23,13,22,1309703
3446779,22,13,21,2620355
3447963,22,13,21,2621255
3448219,23,13,22,1310725
3450107,22,12,21,874295
3450459,22,13,21,2623153
3450715,22,9,21,32387
3450875,22,13,21,2623469
3451675,22,13,21,2624077
3452699,22,13,21,2624855
3454043,22,13,21,2625877
3454747,24,13,23,656603
3455387,22,12,21,875633
3455739,24,14,23,1970375
3455771,24,14,23,1970393
3456155,22,13,21,2627483
3456283,24,12,23,218965
3456411,23,13,22,1313839
3456859,23,10,22,48667
3457019,24,13,23,657035
3457051,24,13,23,657041
3458075,23,12,22,438157
3458299,22,12,21,876371
3458907,22,11,21,292175
3460091,22,8,21,10825
3460123,22,12,21,876833
3460731,22,5,21,401
3460891,22,13,21,2631083
3462235,22,13,21,2632105
3463195,22,13,21,2632835
3463419,22,13,21,2633005
3465467,23,13,22,1317281
3467099,22,11,21,292867
3468315,22,12,21,878909
3469083,24,14,23,1977983
3469563,24,13,23,659419
3470107,22,9,21,32569
3470427,22,13,21,2638333
3471451,22,13,21,2639111
3471611,22,13,21,2639233
3471643,24,14,23,1979443
3472027,22,13,21,2639549
3472155,23,11,22,146647
3472379,22,10,21,97771
3472923,24,14,23,1980173
3473563,22,11,21,293413
3473659,23,13,22,1320395
3474203,22,11,21,293467
3474523,22,13,21,2641447
3475547,22,13,21,2642225
3476123,22,13,21,2642663
3477147,24,14,23,1982581
3478299,22,11,21,293813
3479643,22,13,21,2645339
3479803,22,13,21,2645461
3480219,22,13,21,2645777
3482267,23,13,22,1323667
3482715,22,13,21,2647675
3483419,24,14,23,1986157
3483899,22,13,21,2648575
3484411,24,12,23,220747
3485787,23,13,22,1325005
3486491,22,11,21,294505
3487835,24,14,23,1988675
3488507,23,12,22,442013
3488859,22,8,21,10915
3490395,24,14,23,1990135
3490907,24,14,23,1990427
3492091,22,13,21,2654803
3493019,24,13,23,663877
3493531,22,12,21,885299
3493979,23,13,22,1328119
3494491,22,13,21,2656627
3495195,23,13,22,1328581
3495707,22,13,21,2657551
3496699,23,12,22,443051
3497627,22,12,21,886337
3498011,22,13,21,2659303
3498235,24,14,23,1994605
3499291,24,13,23,665069
3500283,24,14,23,1995773
3500635,23,13,22,1330649
3501147,22,10,21,98581
3501339,22,13,21,2661833
3502107,22,13,21,2662417
3504539,23,13,22,1332133
3505435,22,13,21,2664947
3505819,22,12,21,888413
3506203,22,13,21,2665531
3506427,22,11,21,296189
3507035,24,13,23,666541
3507227,22,13,21,2666309
3507355,22,13,21,2666407
3509275,23,13,22,1333933
3511323,22,13,21,2669423
3512347,23,13,22,1335101
3512731,23,13,22,1335247
3513371,24,13,23,667745
3513627,22,13,21,2671175
3513883,24,14,23,2003527
3514395,24,14,23,2003819
3515163,24,14,23,2004257
3517467,23,13,22,1337047
3518555,24,14,23,2006191
3519067,24,14,23,2006483
3519515,22,13,21,2675651
3520539,23,13,22,1338215
3521307,22,13,21,2677013
3523227,22,13,21,2678473
3523355,23,13,22,1339285
3525275,23,13,22,1340015
3526683,24,9,23,8275
3528795,23,13,22,1341353
3530779,23,11,22,149123
3530843,22,13,21,2684263
3531419,22,13,21,2684701
3532379,22,13,21,2685431
3532891,24,13,23,671455
3535451,23,12,22,447961
3535515,24,14,23,2015861
3536155,22,13,21,2688301
3537307,24,14,23,2016883
3539035,22,13,21,2690491
3540987,22,12,21,897325
3541755,22,13,21,2692559
3542299,24,13,23,673243
3542811,24,14,23,2020021
3543067,24,11,23,74821
3543291,24,14,23,2020295
3543643,23,12,22,448999
3544347,22,13,21,2694529
3545083,22,12,21,898363
3547899,23,13,22,1348615
3549595,22,13,21,2698519
3549787,22,12,21,899555
3550875,24,13,23,674873
3551003,22,12,21,899863
3551067,23,13,22,1349819
3551483,23,13,22,1349977
3552539,22,13,21,2700757
3553275,22,12,21,900439
3554555,23,13,22,1351145
3556635,24,14,23,2027903
3557019,22,13,21,2704163
3557211,22,13,21,2704309
3557371,24,14,23,2028323
3557787,22,13,21,2704747
3558043,22,10,21,100183
3558683,24,13,23,676357
3558939,24,14,23,2029217
3559707,24,14,23,2029655
3562139,22,11,21,300895
3563259,22,12,21,902969
3563931,23,13,22,1354709
3565659,22,12,21,903577
3568667,23,13,22,1356509
3569947,22,13,21,2713991
3570459,24,13,23,678595
3570939,24,14,23,2036059
3571451,22,12,21,905045
3572507,22,13,21,2715937
3573851,22,12,21,905653
3576091,23,13,22,1359331
3576347,22,13,21,2718857
3576603,22,13,21,2719051
3579931,22,13,21,2721581
3580315,24,14,23,2041405
3581531,23,13,22,1361399
3582715,23,13,22,1361849
3583131,23,13,22,1362007
3584603,22,13,21,2725133
3586811,24,13,23,681703
3587355,22,11,21,303025
3588699,22,13,21,2728247
3588955,23,13,22,1364221
3589275,22,13,21,2728685
3590907,23,13,22,1364963
3591419,22,12,21,910105
3592027,22,12,21,910259
3592795,22,13,21,2731361
3594011,22,13,21,2732285
3595419,24,13,23,683339
3596059,23,13,22,1366921
3596443,24,14,23,2050601
3597051,22,13,21,2734597
3597339,22,12,21,911605
3597563,23,12,22,455831
3598331,23,13,22,1367785
3600027,22,13,21,2736859
3600219,22,12,21,912335
3600635,22,13,21,2737321
3601435,22,12,21,912643
3602011,22,8,21,11269
3602203,22,13,21,2738513
3604475,22,13,21,2740241
3604731,22,13,21,2740435
3605147,22,13,21,2740751
3605243,22,13,21,2740825
3605531,22,12,21,913681
3606171,23,13,22,1370765
3606363,24,12,23,228473
3607131,24,13,23,685565
3608219,24,14,23,2057315
3611387,22,9,21,33895
3611675,23,12,22,457619
3613723,24,14,23,2060453
3614299,22,10,21,101767
3614363,23,13,22,1373879
3615483,22,11,21,305401
3616027,24,14,23,2061767
3617563,24,14,23,2062643
3619579,22,11,21,305747
3619835,23,12,22,458653
3619867,23,12,22,458657
3620379,22,13,21,2752331
3620955,22,13,21,2752769
3621147,22,13,21,2752915
3624091,22,13,21,2755153
3625243,22,13,21,2756029
3625755,23,12,22,459403
3626523,23,13,22,1378501
3627771,22,11,21,306439
3628027,23,12,22,459691
3629083,24,13,23,689737
3629307,24,14,23,2069339
3629339,24,14,23,2069357
3632283,22,13,21,2761381
3632379,23,13,22,1380727
3632667,22,13,21,2761673
3632795,23,12,22,460295
3633179,23,13,22,1381031
3633243,22,13,21,2762111
3633435,22,13,21,2762257
3633691,24,13,23,690613
3638107,22,13,21,2765809
3638427,24,13,23,691513
3638939,22,12,21,922147
3639291,22,13,21,2766709
3639707,22,13,21,2767025
3640475,22,13,21,2767609
3640571,23,13,22,1383841
3642459,22,12,21,923039
3643387,22,13,21,2769823
3644571,22,13,21,2770723
3645275,23,13,22,1385629
3645691,23,12,22,461929
3646715,22,13,21,2772353
3647483,22,13,21,2772937
3647579,24,14,23,2079757
3648603,24,12,23,231149
3649307,22,13,21,2774323
3649371,24,13,23,693593
3650203,24,13,23,693751
3651835,22,12,21,925415
3651995,22,13,21,2776367
3652251,22,13,21,2776561
3652763,22,13,21,2776951
3653883,23,12,22,462967
3653915,23,12,22,462971
3654299,23,13,22,1389059
3654907,22,13,21,2778581
3655515,22,13,21,2779043
3657499,22,13,21,2780551
3658011,24,12,23,231745
3658587,23,8,22,5723
3658779,24,13,23,695381
3658907,22,8,21,11447
3659803,24,14,23,2086727
3659867,22,13,21,2782351
3660571,23,13,22,1391443
3661819,24,13,23,695959
3661915,24,13,23,695977
3662107,23,12,22,464009
3663707,22,13,21,2785271
3663963,22,13,21,2785465
3664923,22,13,21,2786195
3665051,24,10,23,25799
3667963,23,9,22,17213
3668059,22,13,21,2788579
3668251,22,12,21,929575
3668763,23,13,22,1394557
3670171,22,13,21,2790185
3670811,22,13,21,2790671
3671195,22,10,21,103369
3672059,24,11,23,77545
3672155,22,13,21,2791693
3673371,24,14,23,2094463
3673883,24,14,23,2094755
3674907,22,13,21,2793785
3675675,24,14,23,2095777
3676155,23,11,22,155263
3676251,22,13,21,2794807
3676443,22,12,21,931651
3677723,23,13,22,1397963
3678299,24,13,23,699091
3679323,24,14,23,2097857
3680667,24,13,23,699541
3682075,23,11,22,155513
3682331,22,12,21,933143
3682395,23,13,22,1399739
3682907,22,12,21,933289
3683099,22,13,21,2800013
3684347,23,11,22,155609
3685627,22,13,21,2801935
3687003,22,12,21,934327
3688699,24,14,23,2103203
3690011,24,13,23,701317
3690139,22,13,21,2805365
3690587,23,13,22,1402853
3691035,24,14,23,2104535
3694235,22,13,21,2808479
3694427,24,14,23,2106469
3694843,22,13,21,2808941
3695003,22,13,21,2809063
3695195,22,12,21,936403
3697051,24,13,23,702655
3699355,22,12,21,937457
3699739,22,13,21,2812663
3701147,23,13,22,1406867
3701531,24,14,23,2110519
3702011,24,14,23,2110793
3702043,24,14,23,2110811
3702427,22,13,21,2814707
3702811,24,14,23,2111249
3702875,22,10,21,104261
3703035,22,13,21,2815169
3703835,22,13,21,2815777
3704923,24,11,23,78239
3705499,23,12,22,469507
3705883,23,13,22,1408667
3706715,24,14,23,2113475
3709339,23,13,22,1409981
3710491,22,12,21,940279
3711387,24,14,23,2116139
3713691,23,12,22,470545
3713787,22,13,21,2823343
3714075,23,13,22,1411781
3714587,22,12,21,941317
3716123,22,13,21,2825119
3716891,24,14,23,2119277
3717883,22,13,21,2826457
3717915,22,13,21,2826481
3718395,23,10,22,52349
3718427,24,14,23,2120153
3718683,22,12,21,942355
3719163,24,14,23,2120573
3719195,24,14,23,2120591
3719963,23,13,22,1414019
3721211,22,13,21,2828987
3721627,22,10,21,104789
3722011,22,13,21,2829595
3724571,22,12,21,943847
3726747,24,13,23,708299
3727387,23,13,22,1416841
3727515,24,13,23,708445
3727771,23,10,22,52481
3728155,23,13,22,1417133
3728635,22,11,21,314959
3729179,24,13,23,708761
3730171,24,14,23,2126849
3730203,24,14,23,2126867
3731227,22,13,21,2836601
3731483,24,13,23,709199
3733019,24,12,23,236497
3734555,22,9,21,35051
3736667,24,14,23,2130553
3737243,22,13,21,2841175
3737435,24,14,23,2130991
3738651,22,11,21,315805
3739483,23,12,22,473813
3740251,23,13,22,1421731
3742747,22,11,21,316151
3744539,24,14,23,2135041
3745051,24,14,23,2135333
3745435,22,13,21,2847403
3746043,24,14,23,2135899
3746395,22,13,21,2848133
3746555,24,14,23,2136191
3748507,23,13,22,1424869
3748955,24,14,23,2137559
3749979,22,13,21,2850857
3750555,22,13,21,2851295
3750939,22,11,21,316843
3751771,24,12,23,237685
3752091,22,12,21,950821
3752603,24,13,23,713213
3753051,22,13,21,2853193
3753627,22,13,21,2853631
3754779,23,12,22,475751
3756315,23,13,22,1427837
3758331,24,14,23,2142905
3758747,22,13,21,2857523
3759867,22,13,21,2858375
3760155,24,14,23,2143945
3760411,24,13,23,714697
3761435,24,14,23,2144675
3761755,23,12,22,476635
3762427,22,13,21,2860321
3762971,23,12,22,476789
3764507,23,13,22,1430951
3766555,22,13,21,2863459
3767291,22,12,21,954673
3768059,22,13,21,2864603
3769499,24,14,23,2149273
3769947,23,12,22,477673
3770363,23,13,22,1433177
3771675,22,13,21,2867351
3772667,24,14,23,2151079
3772699,23,13,22,1434065
3774459,24,13,23,717367
3775899,22,13,21,2870563
3776155,22,11,21,318973
3776283,23,13,22,1435427
3776539,22,13,21,2871049
3778203,23,10,22,53191
3779675,24,14,23,2155075
3781211,22,13,21,2874601
3783963,22,13,21,2876693
3784091,22,13,21,2876791
3784731,22,13,21,2877277
3785307,22,13,21,2877715
3785755,22,13,21,2878055
3787803,24,13,23,719903
3789083,24,14,23,2160439
3789403,22,13,21,2880829
3789467,22,13,21,2880877
3789915,23,12,22,480203
3790875,24,13,23,720487
3791131,23,9,22,17791
3792987,24,14,23,2162665
3793147,22,12,21,961225
3793179,22,11,21,320411
3795547,24,13,23,721375
3796059,22,12,21,961963
3796827,22,13,21,2886473
3797275,22,10,21,106919
3799291,23,12,22,481391
3799323,23,11,22,160465
3801755,22,13,21,2890219
3803227,23,13,22,1445669
3807515,23,11,22,160811
3807899,23,13,22,1447445
3808667,23,12,22,482579
3808795,22,13,21,2895571
3809883,23,9,22,17879
3809947,22,13,21,2896447
3811739,24,14,23,2173357
3812091,22,13,21,2898077
3812507,22,12,21,966131
3812603,23,13,22,1449233
3812891,22,13,21,2898685
3813019,24,14,23,2174087
3816187,22,13,21,2901191
3816219,24,14,23,2175911
3816443,23,13,22,1450693
3816987,22,13,21,2901799
3818075,23,11,22,161257
3818331,22,12,21,967607
3821083,22,13,21,2904913
3822363,23,13,22,1452943
3823131,23,13,22,1453235
3823611,22,12,21,968945
3824379,22,13,21,2907419
3824635,23,13,22,1453807
3825435,22,12,21,969407
3826267,23,11,22,161603
3826523,22,12,21,969683
3826843,24,12,23,242441
3826971,22,13,21,2909389
3829019,23,13,22,1455473
3829275,22,13,21,2911141
3830875,22,13,21,2912357
3831067,24,14,23,2184377
3833115,24,13,23,728515
3834907,23,13,22,1457711
3834971,22,13,21,2915471
3836955,22,13,21,2916979
3837787,24,13,23,729403
3839067,22,13,21,2918585
3840251,22,13,21,2919485
3840667,22,12,21,973267
3841051,22,13,21,2920093
3841179,24,14,23,2190143
3841787,22,11,21,324517
3841883,23,13,22,1460363
3844187,22,12,21,974159
3844347,22,13,21,2922599
3845371,24,14,23,2192533
3847707,22,9,21,36113
3848443,22,13,21,2925713
3848987,23,13,22,1463063
3849755,23,11,22,162595
3850331,24,12,23,243929
3850395,22,13,21,2927197
3850491,23,13,22,1463635
3851035,22,13,21,2927683
3852123,22,13,21,2928511
3852379,22,12,21,976235
3852955,22,12,21,976381
3853403,24,13,23,732371
3853979,24,14,23,2197441
3855899,22,11,21,325709
3857179,23,13,22,1466177
3857563,24,14,23,2199485
3857723,22,4,21,149
3858587,22,13,21,2933425
3859227,22,13,21,2933911
3859739,24,12,23,244525
3860315,22,13,21,2934739
3861243,24,13,23,733861
3861275,24,13,23,733867
3861531,24,14,23,2201747
3861755,22,12,21,978611
3861787,22,12,21,978619
3863131,22,13,21,2936879
3864091,22,11,21,326401
3865371,23,13,22,1469291
3865851,22,12,21,979649
3865883,22,12,21,979657
3866459,22,9,21,36289
3866651,22,13,21,2939555
3866779,22,13,21,2939653
3867419,22,13,21,2940139
3868507,24,14,23,2205725
3869083,24,12,23,245117
3869275,24,14,23,2206163
3869339,24,14,23,2206199
3869979,22,12,21,980695
3870555,22,11,21,326947
3871515,22,13,21,2943253
3872027,23,12,22,490607
3872763,23,13,22,1472101
3872795,23,13,22,1472113
3874043,22,12,21,981725
3874587,24,13,23,736397
3874651,22,11,21,327293
3874843,24,14,23,2209337
3875227,22,12,21,982025
3875579,22,13,21,2946343
3875611,24,14,23,2209775
3878683,23,13,22,1474351
3878939,22,13,21,2948897
3879707,22,13,21,2949481
3880955,23,13,22,1475215
3882843,22,11,21,327985
3883419,22,12,21,984101
3884123,23,13,22,1476419
3887771,22,13,21,2955611
3890203,24,12,23,246455
3891451,22,13,21,2958409
3891483,22,13,21,2958433
3891867,22,13,21,2958725
3891995,23,10,22,54793
3893339,24,13,23,739961
3893499,23,13,22,1479983
3894043,22,11,21,328931
3895963,22,13,21,2961839
3898011,24,13,23,740849
3899035,24,14,23,2223131
3899643,22,13,21,2964637
3902107,23,13,22,1483255
3903739,24,14,23,2225813
3904027,23,13,22,1483985
3904539,24,14,23,2226269
3905531,24,14,23,2226835
3907611,23,13,22,1485347
3909211,22,12,21,990637
3910299,23,13,22,1486369
3910747,24,14,23,2229809
3911515,24,14,23,2230247
3912283,23,13,22,1487123
3912987,22,13,21,2974781
3914907,24,14,23,2232181
3915163,24,13,23,744109
3915547,22,13,21,2976727
3915803,23,13,22,1488461
3916891,22,10,21,110287
3917819,22,13,21,2978455
3919099,24,13,23,744857
3919643,24,14,23,2234881
3919707,23,13,22,1489945
3920155,24,14,23,2235173
3920411,24,14,23,2235319
3920923,24,14,23,2235611
3920987,22,11,21,331207
3921179,22,13,21,2981009
3921947,22,13,21,2981593
3923099,22,13,21,2982469
3923995,23,13,22,1491575
3925243,22,13,21,2984099
3925595,24,14,23,2238275
3926011,22,13,21,2984683
3926267,22,10,21,110551
3927131,23,11,22,165863
3927835,22,13,21,2986069
3929115,23,13,22,1493521
3929883,23,13,22,1493813
3930363,22,11,21,331999
3932155,23,13,22,1494677
3932443,24,12,23,249131
3933211,24,13,23,747539
3935259,22,13,21,2991713
3936027,22,13,21,2992297
3936283,24,13,23,748123
3938395,24,14,23,2245573
3938971,22,13,21,2994535
3939355,22,13,21,2994827
3941019,24,13,23,749023
3942427,23,8,22,6167
3946779,22,12,21,1000157
3947547,22,13,21,3001055
3947931,22,10,21,111161
3948059,24,13,23,750361
3948539,24,14,23,2251357
3948571,22,10,21,111179
3951355,23,13,22,1501975
3954203,22,13,21,3006115
3955355,22,13,21,3006991
3957499,22,13,21,3008621
3957915,24,14,23,2256703
3958043,23,13,22,1504517
3958363,23,13,22,1504639
3959963,23,12,22,501749
3960091,22,13,21,3010591
3960475,22,13,21,3010883
3962651,22,12,21,1004179
3963643,24,13,23,753323
3964187,22,13,21,3013705
3964667,24,14,23,2260553
3965531,22,12,21,1004909
3965787,23,12,22,502487
3966107,22,12,21,1005055
3966555,23,13,22,1507753
3966619,23,13,22,1507777
3968251,22,13,21,3016795
3968283,22,13,21,3016819
3968859,22,13,21,3017257
3972379,22,13,21,3019933
3972763,22,13,21,3020225
3972955,22,13,21,3020371
3973371,22,13,21,3020687
3973787,22,10,21,111889
3974395,23,13,22,1510733
3976443,24,14,23,2267267
3978267,24,14,23,2268307
3980571,22,13,21,3026161
3981403,24,14,23,2270095
3981595,22,13,21,3026939
3982363,22,13,21,3027523
3982587,23,13,22,1513847
3984027,24,11,23,84133
3985691,22,13,21,3030053
3986459,22,13,21,3030637
3988251,22,13,21,3031999
3988891,24,14,23,2274365
3989019,22,12,21,1010861
3989787,22,13,21,3033167
3990555,24,14,23,2275313
3990811,24,14,23,2275459
3991643,23,12,22,505763
3992315,22,13,21,3035089
3992347,22,13,21,3035113
3992603,24,13,23,758827
3993627,24,14,23,2277065
3995163,24,14,23,2277941
3995931,23,13,22,1518919
3997211,22,12,21,1012937
3997787,22,12,21,1013083
4000155,24,14,23,2280787
4000507,22,13,21,3041317
4000923,22,13,21,3041633
4001019,23,12,22,506951
4001051,23,11,22,168985
4003099,22,11,21,338143
4003355,23,12,22,507247
4004123,23,13,22,1522033
4005019,22,13,21,3044747
4005147,24,10,23,28193
4006651,24,13,23,761497
4007163,22,12,21,1015459
4007707,23,13,22,1523395
4007931,22,13,21,3046961
4008699,22,13,21,3047545
4009115,22,13,21,3047861
4010587,24,13,23,762245
4011099,22,13,21,3049369
4012795,22,13,21,3050659
4013851,22,13,21,3051461
4013915,24,14,23,2288633
4014683,23,13,22,1526047
4014747,24,14,23,2289107
4014939,22,13,21,3052289
4015259,24,13,23,763133
4015771,24,14,23,2289691
4016539,22,12,21,1017835
4017819,23,13,22,1527239
4017947,22,13,21,3054575
4018427,24,13,23,763735
4019227,24,12,23,254629
4020219,22,13,21,3056303
4020475,22,13,21,3056497
4020987,22,13,21,3056887
4021275,24,14,23,2292829
4022043,22,13,21,3057689
4022107,23,12,22,509623
4022523,23,13,22,1529027
4022875,23,13,22,1529161
4023131,22,13,21,3058517
4027131,22,8,21,12599
4030107,24,13,23,765955
4033275,24,10,23,28391
4033307,24,12,23,255521
4035099,22,13,21,3067615
4036699,22,13,21,3068831
4038171,23,13,22,1534975
4038395,22,13,21,3070121
4038747,24,13,23,767597
4039419,22,10,21,113737
4039451,22,12,21,1023641
4040283,24,11,23,85321
4042843,23,13,22,1536751
4046235,24,14,23,2307061
4046363,23,13,22,1538089
4048891,24,13,23,769525
4048987,22,13,21,3078173
4050587,22,12,21,1026463
4051483,24,14,23,2310053
4052507,22,13,21,3080849
4054171,23,13,22,1541057
4054683,22,12,21,1027501
4056859,22,13,21,3084157
4056923,24,14,23,2313155
4057499,24,13,23,771161
4058363,22,13,21,3085301
4058779,22,12,21,1028539
4058907,23,13,22,1542857
4059739,22,13,21,3086347
4060699,22,13,21,3087077
4060955,22,13,21,3087271
4061595,23,13,22,1543879
4062459,22,13,21,3088415
4063227,22,13,21,3088999
4063515,24,14,23,2316913
4064027,24,14,23,2317205
4064347,23,12,22,514975
4065275,24,13,23,772639
4067099,23,13,22,1545971
4067163,22,13,21,3091991
4067579,22,12,21,1030769
4067867,23,10,22,57269
4067931,22,13,21,3092575
4069371,23,13,22,1546835
4070651,22,13,21,3094643
4071259,22,13,21,3095105
4071835,22,13,21,3095543
4072091,24,14,23,2321803
4072539,23,12,22,516013
4073115,24,12,23,258043
4073723,23,12,22,516163
4074075,23,13,22,1548623
4074523,23,13,22,1548793
4075291,23,13,22,1549085
4077563,23,13,22,1549949
4079131,24,14,23,2325817
4079451,22,13,21,3101333
4079611,24,14,23,2326091
4079899,22,12,21,1033891
4080027,22,13,21,3101771
4081915,23,12,22,517201
4082459,22,13,21,3103619
4083995,22,12,21,1034929
4086939,22,10,21,115075
4088987,24,14,23,2331437
4089851,22,10,21,115157
4090651,22,13,21,3109847
4091035,22,11,21,345571
4091675,24,14,23,2332969
4091995,22,13,21,3110869
4092187,22,12,21,1037005
4093211,22,13,21,3111793
4094971,24,13,23,778283
4095739,24,13,23,778429
4095995,23,10,22,57665
