r
71
103
167
743
871
1383
1639
1863
1895
1959
2151
2215
2375
2535
2919
3175
3399
3431
3751
3943
4263
4583
4839
4967
5351
5447
5479
5735
5991
6311
6471
6823
6887
7335
7527
8295
8359
8679
8935
9031
9287
9575
9831
10087
10407
10599
10919
10983
11079
11111
11175
11367
11495
11591
11623
12135
12359
12455
13415
13543
14055
14247
14663
14695
14951
15015
15079
15463
15527
15719
15975
16231
16551
16711
17255
17895
18151
18247
18279
18535
18599
19175
19815
20135
20327
20967
21159
21319
21351
21607
21671
21831
21863
22247
22375
22439
22631
22855
23207
23655
23719
24743
24903
25063
25927
25959
26471
26727
26951
26983
27367
27463
27815
28007
28519
28583
28839
29159
29351
29511
29543
30439
30631
30823
31047
31399
31463
31847
31911
32615
33095
33639
34119
34279
34727
34919
35143
35303
35655
35687
35943
36007
36199
36583
36711
37031
37191
37351
37543
37703
37991
38055
38215
38247
39239
39655
40103
40295
40807
41127
41287
41799
41831
42055
42311
42599
43079
43175
43239
43367
43495
43751
43879
44135
44903
45127
45383
45895
45927
46183
46311
46439
46823
47015
47431
47463
47783
47847
47975
48743
48999
49319
49479
49895
49991
50023
50247
50279
50791
50919
51303
51367
51527
51687
52039
52327
52455
52903
53095
53415
54087
54119
54503
54599
54887
55015
55143
55399
55623
55655
55975
56423
56487
56679
57191
57511
58183
58439
58695
59111
59207
59239
59495
59751
60135
60327
60519
60583
60647
60775
61095
61159
61287
61511
61927
62695
63207
63399
63815
64103
64231
64679
65383
65607
65863
66279
66407
66663
67175
67431
67495
67911
68071
68711
68967
69479
69703
69799
69959
70119
70471
70503
70823
70887
71271
71527
71591
72007
72423
72871
73575
73831
73895
74055
74471
74567
74599
74823
75111
75623
75943
76103
76135
76519
76711
77031
77159
77671
77735
77895
78567
78663
78951
79015
79079
79783
80199
80231
80487
80615
81063
81767
82247
82791
83175
83559
83783
83815
84135
84295
84711
84807
85095
85319
85351
85863
85927
86087
86183
86855
86887
87207
87399
87911
87975
88743
88807
89191
89255
89447
89959
90279
90439
90855
90983
91495
92007
92231
92263
