r,n,s,S,c
3785831,22,12,21,959371
3786567,22,13,21,2878673
3788455,24,11,23,80003
3788967,22,13,21,2880497
3790567,24,14,23,2161285
3791463,22,13,21,2882395
3793735,23,11,22,160229
3793991,22,12,21,961439
3794759,22,13,21,2884901
3795783,22,10,21,106877
3796327,24,13,23,721523
3797159,22,13,21,2886725
3798119,24,14,23,2165591
3799399,24,13,23,722107
3799655,22,13,21,2888623
3801255,24,14,23,2167379
3802343,23,13,22,1445333
3806439,24,13,23,723445
3809127,22,13,21,2895823
3810535,23,13,22,1448447
3811399,22,13,21,2897551
3811687,24,14,23,2173327
3812199,24,14,23,2173619
3812583,22,13,21,2898451
3814727,22,13,21,2900081
3815271,23,13,22,1450247
3815335,22,13,21,2900543
3815751,22,12,21,966953
3816103,22,13,21,2901127
3816615,24,12,23,241793
3817319,22,13,21,2902051
3818407,23,7,22,1991
3818727,23,13,22,1451561
3819591,22,13,21,2903779
3819847,22,12,21,967991
3820263,24,14,23,2178217
3820647,22,13,21,2904581
3821479,24,14,23,2178911
3822247,23,13,22,1452899
3822759,22,12,21,968729
3823527,22,13,21,2906771
3824231,23,10,22,53839
3824359,22,13,21,2907403
3824743,22,13,21,2907695
3825511,22,13,21,2908279
3825991,24,12,23,242387
3827783,22,13,21,2910007
3827815,24,14,23,2182523
3828583,24,14,23,2182961
3828839,22,13,21,2910809
3829671,23,13,22,1455721
3830439,23,13,22,1456013
3830503,23,13,22,1456037
3830887,23,13,22,1456183
3831655,23,13,22,1456475
3834023,23,13,22,1457375
3835111,24,14,23,2186683
3836071,22,13,21,2916307
3836263,22,12,21,972151
3836775,23,13,22,1458421
3836839,22,9,21,36011
3837159,23,9,22,18007
3839207,22,11,21,324299
3840167,22,13,21,2919421
3841383,24,14,23,2190259
3842407,24,12,23,243427
3843143,24,13,23,730421
3843175,24,13,23,730427
3843303,22,10,21,108215
3844263,22,13,21,2922535
3845031,22,11,21,324791
3845351,23,11,22,162409
3845479,22,13,21,2923459
3848359,22,13,21,2925649
3848871,23,12,22,487673
3848935,24,14,23,2194565
3849575,22,13,21,2926573
3850311,22,11,21,325237
3852135,22,11,21,325391
3852359,23,10,22,54235
3853223,22,11,21,325483
3853543,23,11,22,162755
3854823,22,13,21,2930563
3855015,22,12,21,976903
3855687,24,13,23,732805
3855975,22,13,21,2931439
3856551,22,13,21,2931877
3857575,22,13,21,2932655
3858919,22,13,21,2933677
3859783,23,13,22,1467167
3861159,24,12,23,244615
3861671,22,13,21,2935769
3862247,22,13,21,2936207
3863015,22,13,21,2936791
3864903,23,13,22,1469113
3865703,23,13,22,1469417
3865767,22,13,21,2938883
3866951,22,13,21,2939783
3867111,22,13,21,2939905
3868391,23,13,22,1470439
3868999,24,13,23,735335
3869159,23,13,22,1470731
3870023,22,13,21,2942119
3871047,22,13,21,2942897
3871847,22,13,21,2943505
3871911,23,13,22,1471777
3872679,23,13,22,1472069
3873895,23,13,22,1472531
3873959,24,14,23,2208833
3875143,22,13,21,2946011
3875303,22,13,21,2946133
3877031,23,11,22,163747
3878215,22,13,21,2948347
3878823,22,13,21,2948809
3879079,22,11,21,327667
3879655,22,12,21,983147
3880103,23,13,22,1474891
3881319,23,13,22,1475353
3882087,23,13,22,1475645
3883335,24,14,23,2214179
3884359,22,9,21,36457
3885415,24,13,23,738455
3885895,24,14,23,2215639
3885927,24,14,23,2215657
3886407,24,14,23,2215931
3886759,23,13,22,1477421
3887015,22,13,21,2955037
3887175,24,14,23,2216369
3888231,22,13,21,2955961
3888455,22,11,21,328459
3891559,22,13,21,2958491
3892551,22,11,21,328805
3893351,22,13,21,2959853
3893479,22,13,21,2959951
3893735,22,9,21,36545
3894119,22,13,21,2960437
3895783,23,11,22,164539
3896679,22,12,21,987461
3897063,22,13,21,2962675
3898215,22,13,21,2963551
3898471,24,14,23,2222809
3898727,24,12,23,246995
3898983,22,12,21,988045
3899239,22,13,21,2964329
3899495,24,13,23,741131
3899751,22,13,21,2964719
3900519,24,14,23,2223977
3900743,22,11,21,329497
3901287,23,13,22,1482943
3901927,22,11,21,329597
3904679,24,14,23,2226349
3905255,22,13,21,2968903
3905447,22,12,21,989683
3905639,22,13,21,2969195
3906215,22,13,21,2969633
3906407,22,13,21,2969779
3906663,22,10,21,109999
3910119,22,11,21,330289
3910311,22,13,21,2972747
3911399,23,13,22,1486787
3912551,24,14,23,2230837
3913447,22,13,21,2975131
3914471,22,13,21,2975909
3915367,24,14,23,2232443
3916903,23,11,22,165431
3917543,22,13,21,2978245
3917735,22,12,21,992797
3918503,22,13,21,2978975
3918567,22,13,21,2979023
3921639,24,14,23,2236019
3922663,22,13,21,2982137
3924711,23,13,22,1491847
3924839,22,12,21,994597
3925735,22,13,21,2984473
3926343,22,13,21,2984935
3926887,24,12,23,248779
3928135,24,14,23,2239723
3929415,24,14,23,2240453
3929447,24,14,23,2240471
3930471,22,13,21,2988073
3930983,23,12,22,498077
3931879,22,8,21,12301
3933799,22,13,21,2990603
3934023,23,13,22,1495387
3934119,24,14,23,2243135
3935911,22,12,21,997403
3936999,24,13,23,748259
3937127,22,12,21,997711
3937511,22,13,21,2993425
3937607,23,13,22,1496749
3937895,22,13,21,2993717
3938023,23,10,22,55441
3939687,22,13,21,2995079
3941991,22,13,21,2996831
3942759,24,14,23,2248061
3943335,22,13,21,2997853
3943527,24,14,23,2248499
3944167,22,10,21,111055
3947175,24,13,23,750193
3947687,24,14,23,2250871
3947879,22,13,21,3001307
3948135,23,13,22,1500751
3950055,23,13,22,1501481
3950439,22,13,21,3003253
3953319,22,13,21,3005443
3954791,23,13,22,1503281
3955015,24,12,23,250561
3955879,22,12,21,1002463
3956071,24,14,23,2255651
3956327,23,13,22,1503865
3957063,24,14,23,2256217
3959111,23,12,22,501641
3959975,22,12,21,1003501
3960999,24,14,23,2258461
3961511,22,13,21,3011671
3962791,24,13,23,753161
3962983,23,13,22,1506395
3963559,24,13,23,753307
3965255,22,12,21,1004839
3965671,24,14,23,2261125
3966183,24,14,23,2261417
3966439,24,14,23,2261563
3966887,23,13,22,1507879
3967335,23,11,22,167561
3968167,22,12,21,1005577
3969191,22,13,21,3017509
3969351,22,12,21,1005877
3969703,22,13,21,3017899
3970919,24,14,23,2264117
3973191,24,14,23,2265413
3973479,22,11,21,335641
3973863,22,13,21,3021061
3973959,24,14,23,2265851
3975079,23,13,22,1510993
3975335,24,13,23,755545
3975399,22,13,21,3022229
3975911,23,13,22,1511309
3977127,24,14,23,2267657
3977543,22,12,21,1007953
3978471,24,12,23,252047
3982055,22,13,21,3027289
3983175,22,13,21,3028141
3983463,22,12,21,1009453
3984199,22,13,21,3028919
3986279,24,13,23,757625
3986759,22,13,21,3030865
3986791,24,14,23,2273167
3987047,24,13,23,757771
3987559,22,12,21,1010491
3990343,23,13,22,1516795
3990599,22,13,21,3033785
3990855,22,13,21,3033979
3991367,22,13,21,3034369
3991655,22,12,21,1011529
3992231,22,11,21,337225
3992487,24,12,23,252935
3992807,22,12,21,1011821
3993255,24,13,23,758951
3994087,24,13,23,759109
3994279,23,10,22,56233
3997799,23,12,22,506543
4000231,22,13,21,3041107
4003751,22,13,21,3043783
4005991,23,12,22,507581
4007271,22,13,21,3046459
4008679,22,12,21,1015843
4009895,23,13,22,1524227
4012647,23,13,22,1525273
4014247,23,12,22,508627
4016295,22,12,21,1017773
4016455,22,13,21,3053441
4016871,22,12,21,1017919
4018087,23,13,22,1527341
4018343,24,12,23,254573
4019367,22,13,21,3055655
4019815,22,10,21,113185
4020135,22,13,21,3056239
4020903,24,14,23,2292617
4023143,22,13,21,3058525
4023911,22,11,21,339901
4024487,22,12,21,1019849
4024551,24,13,23,764899
4025191,23,13,22,1530041
4026279,23,13,22,1530455
4027623,22,13,21,3061931
4029287,24,13,23,765799
4029799,24,14,23,2297689
4030055,24,11,23,85105
4031719,22,13,21,3065045
4031815,24,14,23,2298839
4033383,23,13,22,1533155
4034631,22,13,21,3067259
4035047,22,12,21,1022525
4035399,22,13,21,3067843
4035815,22,13,21,3068159
4037991,22,12,21,1023271
4039495,22,13,21,3070957
4040007,23,12,22,511891
4040551,22,13,21,3071759
4040775,23,13,22,1535965
4041191,24,14,23,2304185
4041639,22,13,21,3072587
4041959,23,13,22,1536415
4043239,22,12,21,1024601
4043591,24,14,23,2305553
4043623,24,14,23,2305571
4044135,24,12,23,256207
4044647,22,13,21,3074873
4045031,22,8,21,12655
4045671,24,13,23,768913
4046919,22,13,21,3076601
4047015,24,14,23,2307505
4047687,22,13,21,3077185
4047943,24,13,23,769345
4048743,22,13,21,3077987
4048807,24,11,23,85501
4049383,23,12,22,513079
4049831,22,13,21,3078815
4050151,23,13,22,1539529
4050855,22,10,21,114059
4054119,23,12,22,513679
4054183,22,13,21,3082123
4056935,24,14,23,2313161
4057319,22,10,21,114241
4057415,24,13,23,771145
4057447,24,13,23,771151
4057959,24,14,23,2313745
4058279,22,13,21,3085237
4061511,23,13,22,1543847
4061799,24,14,23,2315935
4062375,22,13,21,3088351
4063399,22,13,21,3089129
4063559,22,13,21,3089251
4063975,22,13,21,3089567
4065447,23,13,22,1545343
4066151,22,11,21,343469
4067495,22,13,21,3092243
4067655,22,13,21,3092365
4068167,23,12,22,515459
4068199,23,11,22,171821
4068519,23,13,22,1546511
4070247,22,10,21,114605
4071751,22,13,21,3095479
4072263,24,12,23,257989
4073639,23,13,22,1548457
4073799,24,13,23,774259
4074823,24,14,23,2323361
4075687,22,13,21,3098471
4076263,22,13,21,3098909
4076359,23,12,22,516497
4076711,23,13,22,1549625
4078247,24,14,23,2325313
4078759,24,14,23,2325605
4081127,22,13,21,3102607
4081767,22,13,21,3103093
4082503,22,12,21,1034551
4083047,23,13,22,1552033
4084199,23,13,22,1552471
4085063,22,13,21,3105599
4085095,22,13,21,3105623
4085479,22,12,21,1035305
4085863,22,13,21,3106207
4086087,24,14,23,2329783
4086951,23,11,22,172613
4087655,24,14,23,2330677
4088135,24,14,23,2330951
4088167,24,14,23,2330969
4089159,22,13,21,3108713
4089191,22,13,21,3108737
4089927,24,14,23,2331973
4089959,22,13,21,3109321
4090695,22,12,21,1036627
4091047,24,11,23,86393
4091623,23,12,22,518431
4091975,23,13,22,1555427
4092391,23,13,22,1555585
4093287,22,13,21,3111851
4094055,22,13,21,3112435
4094279,22,11,21,345845
4096327,23,11,22,173009
4097351,22,13,21,3114941
4097511,24,14,23,2336297
4097895,23,13,22,1557677
4098535,22,13,21,3115841
4099815,23,12,22,519469
4100423,24,11,23,86591
4101223,24,13,23,779471
4101991,24,13,23,779617
4102247,22,13,21,3118663
4102887,22,13,21,3119149
4104263,24,13,23,780049
4104551,24,14,23,2340311
4104935,23,13,22,1560353
4105287,24,14,23,2340731
4105319,24,14,23,2340749
4106407,24,14,23,2341369
4106599,22,12,21,1040657
4106727,22,13,21,3122069
4106919,24,14,23,2341661
4106983,22,13,21,3122263
4109543,24,14,23,2343157
4110055,24,14,23,2343449
4110695,22,12,21,1041695
4111079,22,13,21,3125377
4113127,23,13,22,1563467
4113511,23,13,22,1563613
4113895,23,10,22,57917
4114023,22,13,21,3127615
4115175,22,13,21,3128491
4116631,22,3,21,53
4118119,24,14,23,2348047
4118887,22,12,21,1043771
4119143,24,12,23,260959
4119271,22,13,21,3131605
4120679,22,9,21,38675
4121319,23,13,22,1566581
4123303,24,14,23,2351003
4123559,24,14,23,2351149
4124743,22,12,21,1045255
4124839,23,13,22,1567919
4125159,24,14,23,2352061
4125415,24,13,23,784069
4125927,22,12,21,1045555
4126823,23,10,22,58099
4128839,22,12,21,1046293
4128871,22,11,21,348767
4130023,22,12,21,1046593
4131143,24,14,23,2355473
4132167,24,14,23,2356057
4132519,22,13,21,3141677
4132935,22,12,21,1047331
4134215,23,13,22,1571483
4134759,22,12,21,1047793
4135079,24,14,23,2357717
4136103,22,13,21,3144401
4136295,22,13,21,3144547
4137063,22,11,21,349459
4137703,24,14,23,2359213
4138215,22,12,21,1048669
4142407,23,13,22,1574597
4142951,22,12,21,1049869
4143431,24,13,23,787493
4144487,22,13,21,3150775
4145479,22,13,21,3151529
4145895,22,10,21,116735
4147271,24,12,23,262741
4147559,24,14,23,2364833
4147943,23,11,22,175189
4148551,22,13,21,3153865
4149415,24,14,23,2365891
4153511,22,12,21,1052545
4153831,24,14,23,2368409
4155623,24,14,23,2369431
4155751,23,13,22,1579669
4156519,23,13,22,1579961
4157607,22,12,21,1053583
4158311,24,13,23,790321
4158567,22,13,21,3161479
4158791,24,14,23,2371237
4160359,24,14,23,2372131
4160871,24,14,23,2372423
4161703,22,12,21,1054621
4162663,22,13,21,3164593
4163175,23,12,22,527497
4163751,24,12,23,263785
4163943,23,13,22,1582783
4164455,22,13,21,3165955
4166311,24,14,23,2375525
4167847,23,12,22,528089
4169063,23,11,22,176081
4170087,22,13,21,3170237
4170567,23,13,22,1585301
4170855,22,13,21,3170821
4171111,22,10,21,117445
4174663,24,13,23,793429
4175207,22,11,21,352681
4175463,24,12,23,264527
4176039,23,12,22,529127
4176551,22,13,21,3175151
4178087,24,14,23,2382239
4178759,23,13,22,1588415
4180807,22,13,21,3178387
4181671,24,13,23,794761
4182503,24,12,23,264973
4182695,23,13,22,1589911
4183271,24,13,23,795065
4185959,22,13,21,3182303
4186599,23,12,22,530465
4186951,23,13,22,1591529
4188487,24,14,23,2388169
4188839,22,13,21,3184493
4189031,24,14,23,2388479
4189287,22,12,21,1061611
4189351,23,13,22,1592441
4189415,22,13,21,3184931
4191335,23,12,22,531065
4192583,22,13,21,3187339
4192999,22,13,21,3187655
4194791,23,12,22,531503
4198727,23,13,22,1596005
4199143,24,14,23,2394245
4199527,23,12,22,532103
4203335,24,14,23,2396635
4205383,23,9,22,19735
4205415,23,12,22,532849
4208551,24,14,23,2399609
4209255,23,13,22,1600007
4209383,24,14,23,2400083
4212967,24,12,23,266903
4213575,23,11,22,177961
4213607,23,12,22,533887
4215399,24,7,23,1099
4216679,24,14,23,2404243
4217159,24,14,23,2404517
4217959,24,14,23,2404973
4219239,24,13,23,801901
4221031,23,13,22,1604483
4221767,23,11,22,178307
4224935,24,14,23,2408951
4233127,23,13,22,1609081
4233895,23,13,22,1609373
4235431,24,14,23,2414935
4236615,23,13,22,1610407
4237383,23,13,22,1610699
4237991,24,13,23,805465
4238567,23,13,22,1611149
4240615,24,14,23,2417891
4242151,23,13,22,1612511
4242535,23,13,22,1612657
4245863,24,12,23,268987
4245991,23,13,22,1613971
4246759,23,13,22,1614263
4248423,24,14,23,2422343
4250727,23,13,22,1615771
4252903,24,9,23,9979
4254631,24,14,23,2425883
4255399,24,14,23,2426321
4255463,24,14,23,2426357
4256615,23,13,22,1618009
4256999,23,11,22,179795
4258151,23,12,22,539531
4260967,24,14,23,2429495
4262055,23,13,22,1620077
4263271,23,13,22,1620539
4264007,23,11,22,180091
4264807,23,13,22,1621123
4266151,24,13,23,810817
4269287,24,11,23,90157
4270247,23,13,22,1623191
4274023,24,11,23,90257
4276327,24,12,23,270917
4279623,23,13,22,1626755
4280487,24,14,23,2440625
4280807,23,13,22,1627205
4280999,24,12,23,271213
4282279,24,14,23,2441647
4283559,23,13,22,1628251
4284903,24,13,23,814381
4288231,23,13,22,1630027
4288999,23,13,22,1630319
4289639,24,13,23,815281
4289863,24,14,23,2445971
4289895,24,14,23,2445989
4292775,24,11,23,90653
4292935,23,13,22,1631815
4293351,23,12,22,543991
4293735,23,13,22,1632119
4295847,24,13,23,816461
4296423,23,13,22,1633141
4301927,23,13,22,1635233
4305223,24,13,23,818243
4306247,23,10,22,60625
4306279,24,14,23,2455331
4306535,24,14,23,2455477
4308583,23,12,22,545921
4310119,23,13,22,1638347
4314471,23,12,22,546667
4315239,23,13,22,1640293
4318055,24,14,23,2462045
4318279,23,13,22,1641449
4318567,24,12,23,273593
4319335,24,13,23,820925
4323239,24,12,23,273889
4324519,24,14,23,2465731
4327143,24,13,23,822409
4327335,23,12,22,548297
4332647,24,11,23,91495
4333895,24,14,23,2471077
4334407,24,14,23,2471369
4334663,24,14,23,2471515
4336359,23,13,22,1648321
4342631,23,12,22,550235
4344039,24,14,23,2476861
4344135,23,13,22,1651277
4344167,23,13,22,1651289
4344551,23,13,22,1651435
4346695,24,12,23,275375
4346727,24,12,23,275377
4350823,23,12,22,551273
4355303,24,13,23,827761
4359399,23,13,22,1657079
4359783,23,13,22,1657225
4360551,23,13,22,1657517
4361575,24,13,23,828953
4362311,24,13,23,829093
4363879,24,13,23,829391
4364391,24,14,23,2488465
4365671,23,13,22,1659463
4370151,24,11,23,92287
4372327,23,13,22,1661993
4375399,24,14,23,2494741
4376679,24,14,23,2495471
4376935,24,14,23,2495617
4379303,23,13,22,1664645
4381287,24,14,23,2498099
4386023,24,14,23,2500799
4389479,23,12,22,556171
4391079,23,13,22,1669121
4391271,24,10,23,30911
4392775,24,13,23,834883
4397799,24,14,23,2507513
4401383,24,13,23,836519
4403943,23,13,22,1674011
4405927,23,11,22,186085
4406631,24,14,23,2512549
4406887,24,13,23,837565
4407399,24,14,23,2512987
4409415,24,14,23,2514137
4409447,23,12,22,558701
4409511,24,14,23,2514191
4410023,24,10,23,31043
4410183,23,13,22,1676383
4410215,23,13,22,1676395
4415335,23,12,22,559447
4417607,23,12,22,559735
4418375,23,13,22,1679497
4420711,24,14,23,2520577
4420967,24,13,23,840241
4421543,23,13,22,1680701
4421735,24,12,23,280129
4422759,23,13,22,1681163
4423271,24,13,23,840679
4425639,24,13,23,841129
4425895,24,14,23,2523533
4428263,24,14,23,2524883
4428967,23,13,22,1683523
4429031,24,14,23,2525321
4429735,23,13,22,1683815
4437607,24,14,23,2530211
4442023,24,13,23,844243
4443047,24,14,23,2533313
4444647,24,14,23,2534225
4445031,23,13,22,1689629
4445415,24,14,23,2534663
4445799,23,11,22,187769
4449127,24,13,23,845593
4449639,24,14,23,2537071
4452423,23,13,22,1692439
4453607,23,13,22,1692889
4454311,24,14,23,2539735
4457191,24,14,23,2541377
4457703,24,13,23,847223
4458215,24,14,23,2541961
4459847,23,12,22,565087
4460199,23,13,22,1695395
4460615,23,13,22,1695553
4461415,23,13,22,1695857
4462439,24,13,23,848123
4463783,23,13,22,1696757
4465735,24,14,23,2546249
4468039,23,12,22,566125
4468647,24,11,23,94367
4468903,24,14,23,2548055
4470471,23,5,22,259
4471975,23,13,22,1699871
4473159,23,13,22,1700321
4475111,24,14,23,2551595
4476775,24,14,23,2552543
4477767,24,14,23,2553109
4477799,24,14,23,2553127
4478055,24,12,23,283697
4478279,24,14,23,2553401
4478311,24,14,23,2553419
4479847,23,9,22,21023
4480167,23,13,22,1702985
4481191,24,13,23,851687
4481351,23,13,22,1703435
4481767,23,13,22,1703593
4482119,23,10,22,63101
4483303,23,11,22,189353
4484263,24,13,23,852271
4485287,23,13,22,1704931
4485863,24,13,23,852575
4486375,24,14,23,2558017
4488039,23,11,22,189553
4489543,23,13,22,1706549
4489959,23,13,22,1706707
4493383,24,14,23,2562013
4493639,24,13,23,854053
4496231,23,11,22,189899
4496551,24,14,23,2563819
4498599,23,8,22,7037
4500391,24,14,23,2566009
4503271,23,12,22,570589
4505447,24,13,23,856297
4505927,24,14,23,2569165
4506471,24,14,23,2569475
4507495,24,14,23,2570059
4507751,24,13,23,856735
4508007,24,14,23,2570351
4510887,24,10,23,31753
4511079,23,13,22,1714735
4511847,23,13,22,1715027
4515559,24,12,23,286073
4516167,23,11,22,190741
4516967,23,13,22,1716973
4517095,24,13,23,858511
4521063,24,13,23,859265
4522055,24,14,23,2578361
4523367,24,13,23,859703
4523847,24,14,23,2579383
4531047,23,13,22,1722325
4532967,23,13,22,1723055
4535399,24,14,23,2585969
4537959,24,14,23,2587429
4538471,24,14,23,2587721
4540583,24,13,23,862975
4541159,23,13,22,1726169
4542119,24,13,23,863267
4543143,24,14,23,2590385
4545895,23,13,22,1727969
4550727,24,12,23,288301
4551495,24,13,23,865049
4554087,23,13,22,1731083
4554823,23,12,22,577121
4556711,24,14,23,2598121
4557991,24,14,23,2598851
4559335,24,13,23,866539
4559527,23,12,22,577717
4560743,23,12,22,577871
4562279,23,13,22,1734197
4563015,23,12,22,578159
4566951,23,13,22,1735973
4567367,24,14,23,2604197
4567783,23,10,22,64307
4571879,24,11,23,96547
4577607,24,14,23,2610035
4578663,24,14,23,2610637
4579175,24,14,23,2610929
4579687,24,13,23,870407
4580711,24,14,23,2611805
4581191,24,12,23,290231
4581479,24,14,23,2612243
4582247,23,13,22,1741787
4583591,24,12,23,290383
4585383,24,14,23,2614469
4586087,23,13,22,1743247
4589671,23,13,22,1744609
4594343,23,13,22,1746385
4597095,23,11,22,194159
4598439,24,13,23,873971
4599015,23,13,22,1748161
4601063,24,14,23,2623409
4601767,23,12,22,583069
4602535,23,13,22,1749499
4603751,23,13,22,1749961
4606791,23,13,22,1751117
4607079,24,12,23,291871
4608839,24,14,23,2627843
4608871,24,14,23,2627861
4609127,24,14,23,2628007
4609959,23,12,22,584107
4610375,23,13,22,1752479
4611175,23,12,22,584261
4611751,24,8,23,3607
4611943,23,13,22,1753075
4614215,23,13,22,1753939
4614887,24,13,23,877097
4614983,23,13,22,1754231
4621127,24,9,23,10843
4623687,24,14,23,2636309
4623719,24,14,23,2636327
4624039,23,10,22,65099
4625223,23,11,22,195347
4626023,24,14,23,2637641
4630695,23,13,22,1760203
4633831,23,13,22,1761395
4634983,23,13,22,1761833
4637511,24,11,23,97933
4640935,24,14,23,2646143
4642023,23,13,22,1764509
4642407,23,13,22,1764655
4642983,24,13,23,882437
4643175,23,13,22,1764947
4646631,24,14,23,2649391
4647847,23,13,22,1766723
4648679,23,12,22,589013
4649031,23,13,22,1767173
4649447,23,13,22,1767331
4650215,23,13,22,1767623
4652199,23,12,22,589459
4653127,24,13,23,884365
4656455,23,13,22,1769995
4657223,23,13,22,1770287
4661575,23,12,22,590647
4661735,24,13,23,886001
4661991,23,13,22,1772099
4662503,24,13,23,886147
4662759,24,14,23,2658587
4663527,24,14,23,2659025
4664647,23,13,22,1773109
4667239,24,13,23,887047
4668647,23,8,22,7303
4669607,24,13,23,887497
4673447,24,13,23,888227
4673703,23,13,22,1776551
4677991,23,12,22,592727
4679911,23,13,22,1778911
4680551,24,13,23,889577
4681895,23,13,22,1779665
4683879,24,14,23,2670629
4684647,23,13,22,1780711
4685991,24,13,23,890611
4686183,23,12,22,593765
4688615,24,14,23,2673329
4692071,23,12,22,594511
4692839,23,13,22,1783825
4695367,24,13,23,892393
4695655,24,14,23,2677343
4696743,23,12,22,595103
4699879,23,13,22,1786501
4703975,24,13,23,894029
4704583,23,13,22,1788289
4704743,24,13,23,894175
4704935,23,12,22,596141
4709479,24,13,23,895075
4712263,24,14,23,2686813
4712615,24,10,23,33173
4712775,23,13,22,1791403
4713575,23,13,22,1791707
4719847,24,14,23,2691137
4720231,23,12,22,598079
4722535,24,14,23,2692669
4723527,24,13,23,897745
4724327,24,12,23,299299
4725863,24,13,23,898189
4726887,24,14,23,2695151
4727623,23,13,22,1797047
4727655,23,13,22,1797059
4728423,23,12,22,599117
4731367,24,10,23,33305
4734311,23,12,22,599863
4738151,24,14,23,2701573
4738375,24,11,23,100063
4740199,24,14,23,2702741
4740967,23,13,22,1802119
4746983,24,13,23,902203
4748007,24,14,23,2707193
4748391,23,11,22,200549
4752487,24,11,23,100361
4754247,24,14,23,2710751
4756135,23,13,22,1807885
4759719,23,13,22,1809247
4760295,24,13,23,904733
4761831,24,12,23,301675
4762791,23,13,22,1810415
4763367,24,13,23,905317
4766023,24,14,23,2717465
4769607,24,13,23,906503
4772167,23,13,22,1813979
4777703,24,14,23,2724125
4781415,24,13,23,908747
4783207,24,14,23,2727263
4784231,24,14,23,2727847
4785511,24,14,23,2728577
4785895,23,11,22,202133
4786279,23,13,22,1819343
4790951,23,13,22,1821119
4793703,23,13,22,1822165
4793831,24,13,23,911107
4794471,23,13,22,1822457
4795495,24,13,23,911423
4796487,24,14,23,2734835
4797255,24,14,23,2735273
4799143,23,13,22,1824233
4799207,23,13,22,1824257
4800679,24,14,23,2737225
4804263,24,14,23,2739269
4805799,23,12,22,608921
4806567,23,13,22,1827055
4807015,23,10,22,67675
4810855,24,14,23,2743027
4812871,24,14,23,2744177
4813639,24,14,23,2744615
4816039,24,14,23,2745983
4819687,24,13,23,916021
4821831,23,13,22,1832857
4822247,23,12,22,611005
4822631,23,13,22,1833161
4825415,24,14,23,2751329
4825927,24,13,23,917207
4826439,24,14,23,2751913
4826727,24,13,23,917359
4828071,23,12,22,611743
4830823,23,13,22,1836275
4831975,24,14,23,2755069
4835175,23,12,22,612643
4835815,24,14,23,2757259
4836263,23,12,22,612781
4836711,23,13,22,1838513
4839015,23,13,22,1839389
4840551,24,14,23,2759959
4840615,23,13,22,1839997
4843335,24,14,23,2761547
4844711,24,13,23,920777
4845735,24,14,23,2762915
4848807,23,13,22,1843111
4849991,23,13,22,1843561
4850407,23,12,22,614573
4850791,23,13,22,1843865
4851527,23,11,22,204905
4853927,23,12,22,615019
4854087,24,13,23,922559
4854599,24,14,23,2767969
4855399,24,14,23,2768425
4857447,23,9,22,22795
4858183,23,13,22,1846675
4860135,23,13,22,1847417
4861863,24,13,23,924037
4862119,23,12,22,616057
4862695,24,12,23,308065
4865639,23,11,22,205501
4867463,24,4,23,47
4868327,23,13,22,1850531
4868967,24,13,23,925387
4869223,24,14,23,2776307
4871495,23,12,22,617245
4871527,23,12,22,617249
4872871,24,13,23,926129
4873831,23,11,22,205847
4876199,23,9,22,22883
4876519,23,13,22,1853645
4878055,24,14,23,2781343
4879719,23,12,22,618287
4881255,23,13,22,1855445
4883783,24,12,23,309401
4884391,23,11,22,206293
4885319,24,13,23,928495
4886695,24,14,23,2786269
4888679,23,13,22,1858267
4888743,24,14,23,2787437
4889447,23,13,22,1858559
4892583,23,11,22,206639
4892903,24,14,23,2789809
4893159,24,12,23,309995
4898151,24,14,23,2792801
4901191,23,13,22,1863023
4901223,23,13,22,1863035
4901607,23,13,22,1863181
4905127,24,14,23,2796779
4905703,24,13,23,932369
4907495,24,14,23,2798129
4909383,23,13,22,1866137
4918951,24,12,23,311629
4922727,23,13,22,1871209
4923879,24,14,23,2807471
4925287,24,13,23,936091
4926631,23,10,22,69359
4927559,24,13,23,936523
4930727,24,11,23,104125
4930919,23,13,22,1874323
4931687,23,13,22,1874615
4932839,23,13,22,1875053
4935591,24,14,23,2814149
4936007,23,10,22,69491
4937575,23,13,22,1876853
4940103,24,11,23,104323
4941159,24,14,23,2817323
4941927,24,14,23,2817761
4942695,24,14,23,2818199
4944999,23,13,22,1879675
4945767,23,13,22,1879967
4946599,24,14,23,2820425
4948711,24,13,23,940543
4949223,24,14,23,2821921
4956519,24,12,23,314009
4957287,24,13,23,942173
4958311,23,10,22,69805
4962471,24,14,23,2829475
4963047,24,14,23,2829803
4965095,24,13,23,943657
4966119,24,14,23,2831555
4967239,23,13,22,1888129
4969287,24,14,23,2833361
4969831,24,13,23,944557
4972391,23,12,22,630029
4973927,23,13,22,1890671
4975271,24,12,23,315197
4975847,23,12,22,630467
4978599,23,13,22,1892447
4981223,24,14,23,2840167
4982119,23,13,22,1893785
4982503,23,13,22,1893931
4983111,24,13,23,947081
4985959,24,14,23,2842867
4986471,24,14,23,2843159
4990311,23,13,22,1896899
4991911,24,14,23,2846261
4995431,23,13,22,1898845
4996199,23,13,22,1899137
4997991,24,13,23,949909
4998759,24,12,23,316685
4999015,24,14,23,2850311
4999527,24,13,23,950201
5000039,24,14,23,2850895
5002055,23,13,22,1901363
5002087,23,13,22,1901375
5007527,23,12,22,634481
5010247,23,13,22,1904477
5010663,23,13,22,1904635
5012839,24,11,23,105859
5014855,24,14,23,2859343
5016903,23,12,22,635669
5017671,23,13,22,1907299
5017767,24,14,23,2861003
